
=======================================================================
  B881 NR5G MAC UL TB Stats — Parsed Records
=======================================================================
  Pkt   Ver    Delta Tx (Bytes)   Cumul Tx        ReTx      
  2935  3.1    3969               1120698212      94874681  
  2936  3.1    4227               1120702439      94874681  
  2937  3.1    3138               1120705577      94874681  
  2938  3.1    5473               1120711050      94874681  
  2939  3.1    1761               1120712811      94875802  
  2940  3.1    1505               1120714316      94875802  
  2941  3.1    285                1120714601      94875802  
  2942  3.1    2049               1120716650      94875802  
  2943  3.1    2049               1120718699      94875802  
  2944  3.1    2946               1120721645      94875802  
  2945  3.1    5508               1120727153      94875802  
  2946  3.1    309                1120727462      94876698  
  2947  3.1    4257               1120731719      94876698  
  2948  3.1    6082               1120737801      94876698  
  2949  3.1    5443               1120743244      94876698  
  2950  3.1    4110               1120747354      94876698  
  2951  3.1    5538               1120752892      94876698  
  2952  3.1    5568               1120758460      94876698  
  2953  3.1    421                1120758881      94876698  
  2954  3.1    285                1120759166      94876698  
  2955  3.1    6210               1120765376      94876698  
  2956  3.1    3202               1120768578      94876698  
  2957  3.1    2673               1120771251      94876698  
  2958  3.1    2562               1120773813      94876698  
  2959  3.1    2357               1120776170      94876698  
  2960  3.1    4866               1120781036      94876698  
  2961  3.1    5761               1120786797      94876698  
  2962  3.1    9989               1120796786      94876698  
  2963  3.1    4992               1120801778      94876698  
  2964  3.1    5826               1120807604      94876698  
  2965  3.1    6659               1120814263      94876698  
  2966  3.1    3009               1120817272      94879836  
  2967  3.1    6210               1120823482      94879836  
  2968  3.1    5121               1120828603      94879836  
  2969  3.1    8194               1120836797      94879836  
  2970  3.1    10119              1120846916      94879836  
  2971  3.1    11274              1120858190      94879836  
  2972  3.1    7748               1120865938      94879836  
  2973  3.1    11015              1120876953      94879836  
  2974  3.1    6723               1120883676      94879836  
  2975  3.1    5697               1120889373      94879836  
  2976  3.1    10371              1120899744      94879836  
  2977  3.1    11650              1120911394      94879836  
  2978  3.1    5637               1120917031      94884958  
  2979  3.1    5826               1120922857      94884958  
  2980  3.1    3426               1120926283      94884958  
  2981  3.1    8453               1120934736      94884958  
  2982  3.1    5571               1120940307      94884958  
  2983  3.1    11143              1120951450      94884958  
  2984  3.1    11910              1120963360      94884958  
  2985  3.1    8321               1120971681      94884958  
  2986  3.1    3969               1120975650      94884958  
  2987  3.1    0                  1120975650      94888927  
  2988  3.1    301                1120975951      94888927  
  2989  3.1    8964               1120984915      94888927  
  2990  3.1    6498               1120991413      94888927  
  2991  3.1    10246              1121001659      94888927  
  2992  3.1    469                1121002128      94893794  
  2993  3.1    11016              1121013144      94893794  
  2994  3.1    0                  1121013144      94893794  
  2995  3.1    0                  1121013144      94893794  
  2996  3.1    0                  1121013144      94893794  
  2997  3.1    0                  1121013144      94893794  
  2998  3.1    0                  1121013144      94893794  
  2999  3.1    0                  1121013144      94893794  
  3000  3.1    0                  1121013144      94893794  
  3001  3.1    0                  1121013144      94893794  
  3002  3.1    0                  1121013144      94893794  
  3003  3.1    0                  1121013144      94893794  
  3004  3.1    0                  1121013144      94893794  
  3005  3.1    0                  1121013144      94893794  
  3006  3.1    0                  1121013144      94893794  
  3007  3.1    0                  1121013144      94893794  
  3008  3.1    0                  1121013144      94893794  
  3009  3.1    0                  1121013144      94893794  
  3010  3.1    0                  1121013144      94893794  
  3011  3.1    0                  1121013144      94893794  
  3012  3.1    0                  1121013144      94893794  
  3013  3.1    0                  1121013144      94893794  
  3014  3.1    0                  1121013144      94893794  
  3015  3.1    0                  1121013144      94893794  
  3016  3.1    0                  1121013144      94893794  
  3017  3.1    0                  1121013144      94893794  
  3018  3.1    0                  1121013144      94893794  
  3019  3.1    0                  1121013144      94893794  
  3020  3.1    0                  1121013144      94893794  
  3021  3.1    0                  1121013144      94893794  
  3022  3.1    0                  1121013144      94893794  
  3023  3.1    309                1121013453      94893794  
  3024  3.1    0                  1121013453      94894103  
  3025  3.1    0                  1121013453      94894103  
  3026  3.1    0                  1121013453      94894103  
  3027  3.1    0                  1121013453      94894103  
  3028  3.1    0                  1121013453      94894103  
  3029  3.1    0                  1121013453      94894103  
  3030  3.1    0                  1121013453      94894103  
  3031  3.1    0                  1121013453      94894103  
  3032  3.1    0                  1121013453      94894103  
  3033  3.1    0                  1121013453      94894103  
  3034  3.1    0                  1121013453      94894103  
  3035  3.1    0                  1121013453      94894103  
  3036  3.1    0                  1121013453      94894103  
  3037  3.1    0                  1121013453      94894103  
  3038  3.1    0                  1121013453      94894103  
  3039  3.1    0                  1121013453      94894103  
  3040  3.1    0                  1121013453      94894103  
  3041  3.1    0                  1121013453      94894103  
  3042  3.1    0                  1121013453      94894103  
  3043  3.1    0                  1121013453      94894103  
  3044  3.1    0                  1121013453      94894103  
  3045  3.1    0                  1121013453      94894103  
  3046  3.1    0                  1121013453      94894103  
  3047  3.1    0                  1121013453      94894103  
  3048  3.1    0                  1121013453      94894103  
  3049  3.1    0                  1121013453      94894103  
  3050  3.1    0                  1121013453      94894103  
  3051  3.1    285                1121013738      94894103  
  3052  3.1    797                1121014535      94894103  
  3053  3.1    0                  1121014535      94894103  
  3054  3.1    0                  1121014535      94894103  
  3055  3.1    301                1121014836      94894103  
  3056  3.1    421                1121015257      94894103  
  3057  3.1    1021               1121016278      94894103  
  3058  3.1    0                  1121016278      94894103  
  3059  3.1    0                  1121016278      94894103  
  3060  3.1    0                  1121016278      94894103  
  3061  3.1    0                  1121016278      94894103  
  3062  3.1    301                1121016579      94894103  
  3063  3.1    8388               1121024967      94894103  
  3064  3.1    5814               1121030781      94894103  
  3065  3.1    10497              1121041278      94894103  
  3066  3.1    2178               1121043456      94894103  
  3067  3.1    0                  1121043456      94894103  
  3068  3.1    0                  1121043456      94894103  
  3069  3.1    309                1121043765      94894103  
  3070  3.1    8324               1121052089      94894103  
  3071  3.1    9089               1121061178      94894103  
  3072  3.1    8964               1121070142      94894103  
  3073  3.1    8451               1121078593      94894103  
  3074  3.1    9029               1121087622      94894103  
  3075  3.1    14729              1121102351      94894103  
  3076  3.1    10244              1121112595      94894103  
  3077  3.1    13063              1121125658      94894103  
  3078  3.1    14218              1121139876      94894103  
  3079  3.1    13193              1121153069      94894103  
  3080  3.1    14601              1121167670      94894103  
  3081  3.1    12934              1121180604      94894103  
  3082  3.1    14856              1121195460      94894103  
  3083  3.1    18183              1121213643      94894103  
  3084  3.1    12683              1121226326      94894103  
  3085  3.1    17932              1121244258      94894103  
  3086  3.1    19474              1121263732      94894103  
  3087  3.1    20744              1121284476      94894103  
  3088  3.1    7685               1121292161      94904600  
  3089  3.1    13830              1121305991      94904600  
  3090  3.1    24594              1121330585      94904600  
  3091  3.1    25355              1121355940      94904600  
  3092  3.1    26384              1121382324      94904600  
  3093  3.1    12297              1121394621      94917922  
  3094  3.1    11268              1121405889      94917922  
  3095  3.1    19724              1121425613      94917922  
  3096  3.1    20484              1121446097      94917922  
  3097  3.1    25099              1121471196      94917922  
  3098  3.1    11008              1121482204      94930219  
  3099  3.1    24330              1121506534      94930219  
  3100  3.1    27149              1121533683      94930219  
  3101  3.1    12297              1121545980      94944566  
  3102  3.1    23049              1121569029      94944566  
  3103  3.1    0                  1121569029      94967615  
  3104  3.1    21769              1121590798      94967615  
  3105  3.1    10755              1121601553      94978887  
  3106  3.1    22280              1121623833      94978887  
  3107  3.1    18059              1121641892      94978887  
  3108  3.1    21009              1121662901      94978887  
  3109  3.1    22544              1121685445      94978887  
  3110  3.1    13315              1121698760      94978887  
  3111  3.1    12934              1121711694      94978887  
  3112  3.1    13833              1121725527      94978887  
  3113  3.1    11139              1121736666      94978887  
  3114  3.1    12808              1121749474      94978887  
  3115  3.1    14216              1121763690      94978887  
  3116  3.1    15114              1121778804      94978887  
  3117  3.1    5505               1121784309      94986444  
  3118  3.1    13574              1121797883      94986444  
  3119  3.1    17922              1121815805      94986444  
  3120  3.1    8197               1121824002      94995405  
  3121  3.1    15882              1121839884      94995405  
  3122  3.1    13319              1121853203      94995405  
  3123  3.1    22790              1121875993      94995405  
  3124  3.1    24837              1121900830      94995405  
  3125  3.1    13322              1121914152      95009234  
  3126  3.1    25351              1121939503      95009234  
  3127  3.1    26891              1121966394      95009234  
  3128  3.1    24846              1121991240      95009234  
  3129  3.1    22544              1122013784      95009234  
  3130  3.1    23305              1122037089      95009234  
  3131  3.1    21770              1122058859      95009234  
  3132  3.1    25099              1122083958      95009234  
  3133  3.1    27650              1122111608      95009234  
  3134  3.1    8961               1122120569      95023315  
  3135  3.1    24074              1122144643      95023315  
  3136  3.1    15234              1122159877      95023315  
  3137  3.1    16906              1122176783      95023315  
  3138  3.1    13569              1122190352      95031512  
  3139  3.1    26891              1122217243      95031512  
  3140  3.1    27910              1122245153      95031512  
  3141  3.1    27398              1122272551      95031512  
  3142  3.1    11781              1122284332      95045341  
  3143  3.1    25602              1122309934      95045341  
  3144  3.1    25098              1122335032      95045341  
  3145  3.1    17418              1122352450      95045341  
  3146  3.1    11525              1122363975      95054050  
  3147  3.1    20615              1122384590      95054050  
  3148  3.1    19854              1122404444      95054050  
  3149  3.1    16906              1122421350      95054050  
  3150  3.1    13830              1122435180      95054050  
  3151  3.1    16138              1122451318      95054050  
  3152  3.1    5379               1122456697      95061479  
  3153  3.1    12933              1122469630      95061479  
  3154  3.1    17800              1122487430      95061479  
  3155  3.1    19077              1122506507      95061479  
  3156  3.1    19077              1122525584      95061479  
  3157  3.1    20742              1122546326      95061479  
  3158  3.1    23814              1122570140      95061479  
  3159  3.1    22280              1122592420      95061479  
  3160  3.1    18438              1122610858      95061479  
  3161  3.1    16650              1122627508      95061479  
  3162  3.1    20102              1122647610      95061479  
  3163  3.1    23053              1122670663      95061479  
  3164  3.1    25871              1122696534      95061479  
  3165  3.1    14599              1122711133      95072751  
  3166  3.1    28176              1122739309      95072751  
  3167  3.1    29716              1122769025      95072751  
  3168  3.1    27921              1122796946      95072751  
  3169  3.1    28946              1122825892      95072751  
  3170  3.1    25350              1122851242      95072751  
  3171  3.1    25614              1122876856      95072751  
  3172  3.1    17678              1122894534      95072751  
  3173  3.1    9474               1122904008      95082488  
  3174  3.1    17418              1122921426      95082488  
  3175  3.1    18444              1122939870      95082488  
  3176  3.1    17418              1122957288      95082488  
  3177  3.1    9474               1122966762      95091197  
  3178  3.1    14475              1122981237      95091197  
  3179  3.1    20230              1123001467      95091197  
  3180  3.1    18435              1123019902      95091197  
  3181  3.1    17163              1123037065      95091197  
  3182  3.1    8961               1123046026      95099138  
  3183  3.1    16002              1123062028      95099138  
  3184  3.1    17934              1123079962      95099138  
  3185  3.1    18314              1123098276      95099138  
  3186  3.1    6147               1123104423      95112200  
  3187  3.1    14983              1123119406      95112200  
  3188  3.1    23822              1123143228      95112200  
  3189  3.1    11008              1123154236      95123725  
  3190  3.1    19085              1123173321      95123725  
  3191  3.1    11525              1123184846      95134997  
  3192  3.1    13957              1123198803      95134997  
  3193  3.1    23304              1123222107      95134997  
  3194  3.1    23557              1123245664      95134997  
  3195  3.1    16133              1123261797      95134997  
  3196  3.1    12934              1123274731      95134997  
  3197  3.1    12676              1123287407      95134997  
  3198  3.1    12804              1123300211      95134997  
  3199  3.1    12166              1123312377      95134997  
  3200  3.1    7046               1123319423      95140502  
  3201  3.1    13448              1123332871      95140502  
  3202  3.1    14470              1123347341      95140502  
  3203  3.1    13448              1123360789      95140502  
  3204  3.1    14470              1123375259      95140502  
  3205  3.1    13959              1123389218      95140502  
  3206  3.1    6402               1123395620      95147415  
  3207  3.1    13959              1123409579      95147415  
  3208  3.1    17931              1123427510      95147415  
  3209  3.1    13569              1123441079      95156637  
  3210  3.1    17418              1123458497      95156637  
  3211  3.1    24324              1123482821      95156637  
  3212  3.1    23308              1123506129      95156637  
  3213  3.1    13829              1123519958      95170984  
  3214  3.1    25351              1123545309      95170984  
  3215  3.1    27916              1123573225      95170984  
  3216  3.1    27669              1123600894      95170984  
  3217  3.1    26631              1123627525      95170984  
  3218  3.1    16135              1123643660      95170984  
  3219  3.1    17158              1123660818      95170984  
  3220  3.1    23053              1123683871      95170984  
  3221  3.1    29464              1123713335      95170984  
  3222  3.1    22668              1123736003      95170984  
  3223  3.1    24582              1123760585      95170984  
  3224  3.1    11781              1123772366      95183533  
  3225  3.1    23558              1123795924      95183533  
  3226  3.1    19717              1123815641      95183533  
  3227  3.1    22536              1123838177      95183533  
  3228  3.1    25351              1123863528      95183533  
  3229  3.1    26643              1123890171      95183533  
  3230  3.1    24327              1123914498      95183533  
  3231  3.1    29209              1123943707      95183533  
  3232  3.1    20366              1123964073      95183533  
  3233  3.1    28680              1123992753      95183533  
  3234  3.1    20356              1124013109      95183533  
  3235  3.1    29974              1124043083      95183533  
  3236  3.1    0                  1124043083      95213507  
  3237  3.1    24846              1124067929      95213507  
  3238  3.1    20494              1124088423      95213507  
  3239  3.1    24066              1124112489      95213507  
  3240  3.1    18444              1124130933      95213507  
  3241  3.1    17922              1124148855      95213507  
  3242  3.1    0                  1124148855      95231429  
  3243  3.1    16133              1124164988      95231429  
  3244  3.1    20366              1124185354      95231429  
  3245  3.1    12802              1124198156      95243726  
  3246  3.1    23558              1124221714      95243726  
  3247  3.1    20745              1124242459      95243726  
  3248  3.1    20234              1124262693      95243726  
  3249  3.1    16138              1124278831      95243726  
  3250  3.1    20106              1124298937      95243726  
  3251  3.1    24334              1124323271      95243726  
  3252  3.1    26891              1124350162      95243726  
  3253  3.1    0                  1124350162      95270617  
  3254  3.1    22533              1124372695      95270617  
  3255  3.1    18696              1124391391      95270617  
  3256  3.1    13319              1124404710      95270617  
  3257  3.1    20742              1124425452      95270617  
  3258  3.1    21768              1124447220      95270617  
  3259  3.1    24078              1124471298      95270617  
  3260  3.1    24846              1124496144      95270617  
  3261  3.1    21382              1124517526      95270617  
  3262  3.1    23049              1124540575      95270617  
  3263  3.1    17158              1124557733      95270617  
  3264  3.1    16394              1124574127      95270617  
  3265  3.1    17157              1124591284      95270617  
  3266  3.1    13060              1124604344      95270617  
  3267  3.1    15750              1124620094      95270617  
  3268  3.1    17922              1124638016      95270617  
  3269  3.1    17550              1124655566      95270617  
  3270  3.1    16907              1124672473      95270617  
  3271  3.1    8709               1124681182      95278302  
  3272  3.1    17409              1124698591      95278302  
  3273  3.1    16522              1124715113      95278302  
  3274  3.1    16394              1124731507      95278302  
  3275  3.1    18183              1124749690      95278302  
  3276  3.1    17922              1124767612      95278302  
  3277  3.1    18948              1124786560      95278302  
  3278  3.1    8709               1124795269      95287263  
  3279  3.1    19211              1124814480      95287263  
  3280  3.1    19844              1124834324      95287263  
  3281  3.1    25878              1124860202      95287263  
  3282  3.1    29714              1124889916      95287263  
  3283  3.1    29724              1124919640      95287263  
  3284  3.1    28946              1124948586      95287263  
  3285  3.1    15117              1124963703      95301862  
  3286  3.1    28176              1124991879      95301862  
  3287  3.1    29198              1125021077      95301862  
  3288  3.1    13569              1125034646      95316461  
  3289  3.1    11525              1125046171      95330030  
  3290  3.1    21772              1125067943      95330030  
  3291  3.1    24078              1125092021      95330030  
  3292  3.1    15495              1125107516      95330030  
  3293  3.1    17157              1125124673      95330030  
  3294  3.1    13061              1125137734      95330030  
  3295  3.1    15489              1125153223      95330030  
  3296  3.1    18698              1125171921      95330030  
  3297  3.1    9474               1125181395      95339767  
  3298  3.1    17409              1125198804      95339767  
  3299  3.1    16902              1125215706      95339767  
  3300  3.1    24334              1125240040      95339767  
  3301  3.1    22278              1125262318      95339767  
  3302  3.1    12549              1125274867      95348476  
  3303  3.1    26883              1125301750      95348476  
  3304  3.1    24835              1125326585      95348476  
  3305  3.1    24841              1125351426      95348476  
  3306  3.1    25099              1125376525      95348476  
  3307  3.1    25355              1125401880      95348476  
  3308  3.1    15363              1125417243      95348476  
  3309  3.1    27650              1125444893      95348476  
  3310  3.1    13062              1125457955      95362557  
  3311  3.1    27658              1125485613      95362557  
  3312  3.1    17931              1125503544      95362557  
  3313  3.1    12033              1125515577      95371266  
  3314  3.1    24847              1125540424      95371266  
  3315  3.1    26631              1125567055      95371266  
  3316  3.1    24330              1125591385      95371266  
  3317  3.1    12802              1125604187      95383563  
  3318  3.1    25359              1125629546      95383563  
  3319  3.1    17670              1125647216      95383563  
  3320  3.1    25866              1125673082      95383563  
  3321  3.1    16261              1125689343      95383563  
  3322  3.1    13576              1125702919      95383563  
  3323  3.1    17157              1125720076      95383563  
  3324  3.1    16774              1125736850      95383563  
  3325  3.1    16646              1125753496      95383563  
  3326  3.1    8961               1125762457      95390735  
  3327  3.1    19847              1125782304      95390735  
  3328  3.1    24078              1125806382      95390735  
  3329  3.1    24324              1125830706      95390735  
  3330  3.1    27159              1125857865      95390735  
  3331  3.1    28184              1125886049      95390735  
  3332  3.1    23817              1125909866      95390735  
  3333  3.1    61461              1125971327      95403797  
  3334  3.1    27910              1125999237      95403797  
  3335  3.1    28168              1126027405      95403797  
  3336  3.1    38675              1126066080      95416094  
  3337  3.1    25611              1126091691      95416094  
  3338  3.1    26631              1126118322      95416094  
  3339  3.1    68137              1126186459      95416094  
  3340  3.1    28168              1126214627      95416094  
  3341  3.1    28680              1126243307      95416094  
  3342  3.1    79662              1126322969      95446838  
  3343  3.1    20875              1126343844      95446838  
  3344  3.1    22284              1126366128      95446838  
  3345  3.1    93103              1126459231      95456825  
  3346  3.1    15620              1126474851      95456825  
  3347  3.1    17157              1126492008      95456825  
  3348  3.1    87593              1126579601      95473731  
  3349  3.1    25862              1126605463      95473731  
  3350  3.1    76948              1126682411      95482179  
  3351  3.1    15494              1126697905      95482179  
  3352  3.1    17030              1126714935      95482179  
  3353  3.1    75432              1126790367      95482179  
  3354  3.1    19982              1126810349      95482179  
  3355  3.1    22028              1126832377      95482179  
  3356  3.1    25355              1126857732      95482179  
  3357  3.1    13062              1126870794      95493187  
  3358  3.1    28176              1126898970      95521363  
  3359  3.1    23569              1126922539      95521363  
  3360  3.1    41752              1126964291      95530072  
  3361  3.1    69408              1127033699      95533529  
  3362  3.1    12800              1127046499      95533529  
  3363  3.1    8961               1127055460      95541977  
  3364  3.1    13828              1127069288      95541977  
  3365  3.1    70947              1127140235      95541977  
  3366  3.1    20744              1127160979      95541977  
  3367  3.1    8448               1127169427      95552224  
  3368  3.1    19469              1127188896      95552224  
  3369  3.1    42394              1127231290      95561446  
  3370  3.1    14601              1127245891      95561446  
  3371  3.1    5252               1127251143      95568618  
  3372  3.1    15242              1127266385      95568618  
  3373  3.1    39312              1127305697      95568618  
  3374  3.1    12934              1127318631      95568618  
  3375  3.1    5889               1127324520      95574639  
  3376  3.1    8324               1127332844      95574639  
  3377  3.1    8133               1127340977      95574639  
  3378  3.1    5122               1127346099      95579251  
  3379  3.1    3969               1127350068      95583863  
  3380  3.1    10249              1127360317      95583863  
  3381  3.1    10759              1127371076      95583863  
  3382  3.1    17283              1127388359      95583863  
  3383  3.1    19210              1127407569      95583863  
  3384  3.1    18435              1127426004      95583863  
  3385  3.1    12802              1127438806      95583863  
  3386  3.1    7557               1127446363      95592824  
  3387  3.1    17035              1127463398      95592824  
  3388  3.1    16261              1127479659      95592824  
  3389  3.1    8258               1127487917      95592824  
  3390  3.1    14089              1127502006      95592824  
  3391  3.1    22788              1127524794      95592824  
  3392  3.1    19463              1127544257      95592824  
  3393  3.1    19590              1127563847      95592824  
  3394  3.1    20743              1127584590      95592824  
  3395  3.1    15626              1127600216      95592824  
  3396  3.1    25355              1127625571      95592824  
  3397  3.1    17798              1127643369      95592824  
  3398  3.1    26644              1127670013      95592824  
  3399  3.1    25604              1127695617      95592824  
  3400  3.1    0                  1127695617      95618428  
  3401  3.1    12936              1127708553      95618428  
  3402  3.1    17800              1127726353      95618428  
  3403  3.1    23306              1127749659      95618428  
  3404  3.1    23053              1127772712      95618428  
  3405  3.1    22284              1127794996      95618428  
  3406  3.1    12549              1127807545      95628415  
  3407  3.1    24066              1127831611      95628415  
  3408  3.1    23562              1127855173      95628415  
  3409  3.1    7429               1127862602      95640196  
  3410  3.1    4737               1127867339      95647625  
  3411  3.1    9224               1127876563      95647625  
  3412  3.1    9219               1127885782      95647625  
  3413  3.1    8323               1127894105      95647625  
  3414  3.1    11273              1127905378      95647625  
  3415  3.1    13833              1127919211      95647625  
  3416  3.1    13063              1127932274      95647625  
  3417  3.1    18183              1127950457      95647625  
  3418  3.1    15239              1127965696      95647625  
  3419  3.1    13574              1127979270      95647625  
  3420  3.1    5505               1127984775      95655310  
  3421  3.1    14599              1127999374      95655310  
  3422  3.1    19977              1128019351      95655310  
  3423  3.1    20234              1128039585      95655310  
  3424  3.1    9987               1128049572      95665047  
  3425  3.1    16896              1128066468      95665047  
  3426  3.1    17157              1128083625      95665047  
  3427  3.1    0                  1128083625      95682204  
  3428  3.1    12033              1128095658      95682204  
  3429  3.1    9089               1128104747      95682204  
  3430  3.1    7554               1128112301      95682204  
  3431  3.1    8964               1128121265      95682204  
  3432  3.1    11268              1128132533      95682204  
  3433  3.1    10630              1128143163      95682204  
  3434  3.1    13319              1128156482      95682204  
  3435  3.1    11652              1128168134      95682204  
  3436  3.1    11784              1128179918      95682204  
  3437  3.1    12808              1128192726      95682204  
  3438  3.1    13063              1128205789      95682204  
  3439  3.1    13700              1128219489      95682204  
  3440  3.1    9737               1128229226      95688732  
  3441  3.1    16774              1128246000      95688732  
  3442  3.1    8709               1128254709      95695519  
  3443  3.1    14858              1128269567      95695519  
  3444  3.1    10504              1128280071      95695519  
  3445  3.1    8705               1128288776      95695519  
  3446  3.1    5379               1128294155      95699232  
  3447  3.1    12168              1128306323      95699232  
  3448  3.1    9604               1128315927      95699232  
  3449  3.1    17670              1128333597      95699232  
  3450  3.1    19724              1128353321      95699232  
  3451  3.1    19458              1128372779      95699232  
  3452  3.1    16644              1128389423      95699232  
  3453  3.1    9222               1128398645      95705379  
  3454  3.1    16138              1128414783      95705379  
  3455  3.1    8964               1128423747      95705379  
  3456  3.1    11016              1128434763      95705379  
  3457  3.1    10885              1128445648      95705379  
  3458  3.1    12424              1128458072      95705379  
  3459  3.1    7557               1128465629      95711142  
  3460  3.1    13826              1128479455      95711142  
  3461  3.1    10631              1128490086      95711142  
  3462  3.1    10501              1128500587      95711142  
  3463  3.1    11273              1128511860      95711142  
  3464  3.1    10503              1128522363      95711142  
  3465  3.1    16908              1128539271      95711142  
  3466  3.1    15489              1128554760      95711142  
  3467  3.1    15114              1128569874      95711142  
  3468  3.1    20742              1128590616      95711142  
  3469  3.1    12036              1128602652      95711142  
  3470  3.1    17419              1128620071      95711142  
  3471  3.1    17922              1128637993      95711142  
  3472  3.1    8961               1128646954      95720103  
  3473  3.1    6021               1128652975      95729064  
  3474  3.1    17035              1128670010      95729064  
  3475  3.1    0                  1128670010      95746099  
  3476  3.1    14085              1128684095      95746099  
  3477  3.1    6528               1128690623      95753397  
  3478  3.1    12292              1128702915      95753397  
  3479  3.1    11654              1128714569      95753397  
  3480  3.1    12808              1128727377      95753397  
  3481  3.1    16138              1128743515      95753397  
  3482  3.1    12102              1128755617      95753397  
  3483  3.1    10244              1128765861      95753397  
  3484  3.1    9094               1128774955      95753397  
  3485  3.1    6849               1128781804      95753397  
  3486  3.1    11015              1128792819      95753397  
  3487  3.1    9602               1128802421      95753397  
  3488  3.1    10625              1128813046      95753397  
  3489  3.1    12165              1128825211      95753397  
  3490  3.1    13440              1128838651      95753397  
  3491  3.1    12804              1128851455      95753397  
  3492  3.1    15495              1128866950      95753397  
  3493  3.1    9219               1128876169      95753397  
  3494  3.1    9991               1128886160      95753397  
  3495  3.1    8193               1128894353      95753397  
  3496  3.1    12039              1128906392      95753397  
  3497  3.1    8899               1128915291      95753397  
  3498  3.1    11524              1128926815      95753397  
  3499  3.1    15370              1128942185      95753397  
  3500  3.1    12551              1128954736      95753397  
  3501  3.1    7813               1128962549      95760826  
  3502  3.1    14218              1128976767      95760826  
  3503  3.1    7365               1128984132      95760826  
  3504  3.1    11206              1128995338      95760826  
  3505  3.1    10374              1129005712      95760826  
  3506  3.1    14469              1129020181      95760826  
  3507  3.1    13700              1129033881      95760826  
  3508  3.1    13061              1129046942      95760826  
  3509  3.1    14216              1129061158      95760826  
  3510  3.1    16259              1129077417      95760826  
  3511  3.1    9737               1129087154      95768124  
  3512  3.1    18696              1129105850      95768124  
  3513  3.1    17922              1129123772      95768124  
  3514  3.1    18948              1129142720      95768124  
  3515  3.1    19211              1129161931      95768124  
  3516  3.1    19969              1129181900      95768124  
  3517  3.1    20745              1129202645      95768124  
  3518  3.1    21505              1129224150      95768124  
  3519  3.1    19461              1129243611      95768124  
  3520  3.1    9222               1129252833      95777598  
  3521  3.1    17931              1129270764      95777598  
  3522  3.1    19079              1129289843      95777598  
  3523  3.1    9474               1129299317      95784644  
  3524  3.1    19724              1129319041      95784644  
  3525  3.1    9474               1129328515      95794381  
  3526  3.1    16648              1129345163      95794381  
  3527  3.1    17927              1129363090      95794381  
  3528  3.1    18053              1129381143      95794381  
  3529  3.1    17676              1129398819      95794381  
  3530  3.1    20234              1129419053      95794381  
  3531  3.1    9474               1129428527      95794381  
  3532  3.1    10374              1129438901      95794381  
  3533  3.1    7492               1129446393      95794381  
  3534  3.1    10629              1129457022      95794381  
  3535  3.1    12675              1129469697      95794381  
  3536  3.1    6528               1129476225      95800783  
  3537  3.1    6402               1129482627      95807185  
  3538  3.1    11525              1129494152      95813587  
  3539  3.1    15499              1129509651      95813587  
  3540  3.1    20744              1129530395      95813587  
  3541  3.1    18694              1129549089      95813587  
  3542  3.1    22020              1129571109      95813587  
  3543  3.1    21262              1129592371      95813587  
  3544  3.1    0                  1129592371      95834849  
  3545  3.1    17544              1129609915      95834849  
  3546  3.1    18695              1129628610      95834849  
  3547  3.1    21002              1129649612      95834849  
  3548  3.1    19724              1129669336      95834849  
  3549  3.1    20492              1129689828      95834849  
  3550  3.1    21002              1129710830      95834849  
  3551  3.1    14092              1129724922      95834849  
  3552  3.1    13189              1129738111      95834849  
  3553  3.1    13959              1129752070      95834849  
  3554  3.1    13574              1129765644      95834849  
  3555  3.1    6528               1129772172      95841377  
  3556  3.1    14092              1129786264      95841377  
  3557  3.1    5252               1129791516      95848423  
  3558  3.1    10884              1129802400      95848423  
  3559  3.1    5379               1129807779      95853160  
  3560  3.1    12166              1129819945      95853160  
  3561  3.1    11142              1129831087      95853160  
  3562  3.1    5763               1129836850      95858797  
  3563  3.1    14601              1129851451      95858797  
  3564  3.1    15367              1129866818      95858797  
  3565  3.1    13315              1129880133      95858797  
  3566  3.1    12801              1129892934      95858797  
  3567  3.1    13448              1129906382      95858797  
  3568  3.1    12417              1129918799      95858797  
  3569  3.1    5505               1129924304      95864686  
  3570  3.1    11652              1129935956      95864686  
  3571  3.1    10371              1129946327      95864686  
  3572  3.1    10244              1129956571      95864686  
  3573  3.1    12168              1129968739      95864686  
  3574  3.1    10881              1129979620      95864686  
  3575  3.1    5252               1129984872      95869678  
  3576  3.1    13060              1129997932      95869678  
  3577  3.1    11011              1130008943      95869678  
  3578  3.1    13441              1130022384      95869678  
  3579  3.1    14602              1130036986      95869678  
  3580  3.1    7298               1130044284      95876339  
  3581  3.1    15495              1130059779      95876339  
  3582  3.1    15754              1130075533      95876339  
  3583  3.1    15370              1130090903      95876339  
  3584  3.1    18825              1130109728      95876339  
  3585  3.1    24066              1130133794      95876339  
  3586  3.1    12033              1130145827      95888372  
  3587  3.1    19847              1130165674      95888372  
  3588  3.1    17546              1130183220      95888372  
  3589  3.1    22278              1130205498      95888372  
  3590  3.1    23810              1130229308      95888372  
  3591  3.1    25359              1130254667      95888372  
  3592  3.1    25094              1130279761      95888372  
  3593  3.1    22022              1130301783      95888372  
  3594  3.1    22544              1130324327      95888372  
  3595  3.1    24078              1130348405      95888372  
  3596  3.1    22789              1130371194      95888372  
  3597  3.1    21518              1130392712      95888372  
